"","X","rank","player","points","date","year","month","right_hand","age","birthdate","last_name","first_name","avg_playtime","avg_aces","total_matches","avg_1stin","avg_1stWon","avg_2ndWon","avg_bpSaved","avg_bpFaced","avg_svpt","countries","countries_iso","continent","obs.by.player","rank_sqrt","obs.by.age","mean.rank","p.first.won","p.serves.won","p.breaks.saved","c.first.won","z.first.won","c.serves.won","z.serves.won","c.breaks.saved","z.breaks.saved","c.avg.aces","z.avg.aces","age.27","age.27sq","age.2.7","age.2.7sq","predicted.rank.final.model"
"22",92,23,101774,1141,"5/1/2000",2000,5,1,30,"7/8/1970","Martin","Todd",109.9473684,11.40350877,57,57.61403509,45.14035088,16.80701754,3.561403509,5.561403509,91.38596491,"USA","USA","NoA",6,4.79583152331272,362,7.82594333456551,0.783495736923918,0.677865233255543,0.640378548910647,0.0246583213739929,1.42627830987085,0.0174045747141121,1.33546926220348,0.00130014498700048,0.0412769595894033,0.576596815,0.481985310062437,3,9,0.3,0.9,4.94097922831104
"23",93,36,101774,945,"3/19/2001",2001,3,1,31,"7/8/1970","Martin","Todd",119.8,12.8,25,57.56,44.36,17.64,4.2,6.32,92.52,"USA","USA","NoA",6,6,302,7.82594333456551,0.770674079221682,0.670125378296585,0.664556962025316,0.011836663671757,0.684652308655079,0.00966471975515382,0.741582967284653,0.02547855810167,0.808892410980395,1.973088045,1.64933178333601,4,16,0.4,1.6,5.83834095793107
"24",94,47,101774,755,"12/16/2002",2002,12,1,32,"7/8/1970","Martin","Todd",124.9166667,10.95833333,24,59.79166667,43.95833333,18.58333333,4.75,8.083333333,97.79166667,"USA","USA","NoA",6,6.85565460040104,236,7.82594333456551,0.735191637533927,0.639539838001209,0.587628866003614,-0.023645778015998,-1.3677111183979,-0.020920820540222,-1.60527408629456,-0.0514495379200329,-1.63341821016296,0.131421375,0.109856958155773,5,25,0.5,2.5,9.139200008042
"25",95,74,101774,560,"3/3/2003",2003,3,1,33,"7/8/1970","Martin","Todd",106.55,9.65,40,51.2,38.825,16.375,4.425,6.525,83.675,"USA","USA","NoA",6,8.60232526704263,181,7.82594333456551,0.75830078125,0.659695249477144,0.67816091954023,-0.000536634299924676,-0.0310398202175492,-0.000765409064287015,-0.0587305518898101,0.0390825156165834,1.24079039944592,-1.176911955,-0.983797098405518,6,36,0.6,3.6,8.00412318817632
"26",96,75,101774,519,"7/12/2004",2004,7,1,34,"7/8/1970","Martin","Todd",118.6296296,9.62962963,27,54.81481481,41.66666667,18.48148148,4.074074074,6.407407407,91.48148148,"USA","USA","NoA",6,8.66025403784439,121,7.82594333456551,0.760135135262714,0.657489878573401,0.635838150317886,0.0012977197127898,0.0750622660225391,-0.00297077996803019,-0.227950719695397,-0.00324025360576075,-0.102871463168865,-1.197282325,-1.00082497446227,7,49,0.7,4.9,9.47616492509275
"27",97,145,101774,303,"1/3/2005",2005,1,1,35,"7/8/1970","Martin","Todd",122.6,10.52,25,60.76,45.28,17.84,4.32,6.88,95.92,"USA","USA","NoA",6,12.0415945787923,85,7.82594333456551,0.745227123107307,0.658048373644704,0.627906976744186,-0.0136102924426172,-0.787241945933024,-0.00241228489672685,-0.185096871608377,-0.0111714271794604,-0.354670096683899,-0.306911955,-0.256551978686431,8,64,0.8,6.4,11.045156743874
"28",107,34,101820,975,"10/2/2000",2000,10,1,30,"11/7/1970","Rosset","Marc",90.96153846,9.519230769,52,42.03846154,33.38461538,16.69230769,3.865384615,5.923076923,77.61538462,"SUI","CHE","EU",6,5.8309518948453,362,10.7160381039571,0.794144556128302,0.645193260526549,0.652597402540943,0.0137762191807679,1.32529932189376,0.000348482614024537,0.0240046590876373,0.0244425509589352,0.63699840529073,-0.865984941666667,-0.490970517080536,3,9,0.3,0.9,7.02526959947449
"29",108,77,101820,575,"6/18/2001",2001,6,1,31,"11/7/1970","Rosset","Marc",98.87037037,9.944444444,54,43.61111111,34.03703704,15.98148148,3.555555556,5.648148148,76.2962963,"SUI","CHE","EU",6,8.77496438739212,302,10.7160381039571,0.780467091382942,0.655582524259438,0.629508196816512,9.8754435407522e-05,0.00950037049804652,0.0107377463469128,0.739652223823758,0.00135334523450414,0.0352695902172931,-0.440771266666667,-0.249895450021433,4,16,0.4,1.6,8.16106745984201
"30",109,112,101820,360,"4/29/2002",2002,4,1,32,"11/7/1970","Rosset","Marc",95.2,9.514285714,35,42.77142857,32.82857143,14.65714286,4.085714286,6.628571429,76.2,"SUI","CHE","EU",6,10.5830052442584,236,10.7160381039571,0.767535070199316,0.623172103543307,0.616379310348079,-0.0128332667482178,-1.23458544727849,-0.0216726743692179,-1.49288698722232,-0.0117755412339287,-0.30688290269088,-0.870929996666668,-0.49377411803654,5,25,0.5,2.5,11.1616398220125
"31",110,116,101820,328,"4/28/2003",2003,4,1,33,"11/7/1970","Rosset","Marc",96.55,13.9,20,46.3,36.6,16.75,3.8,5.8,80.65,"SUI","CHE","EU",6,10.770329614269,181,10.7160381039571,0.790496760259179,0.661500309981401,0.655172413793103,0.0101284233116451,0.974374200253394,0.0166555320688762,1.14728928545179,0.0270175622110959,0.704105887811183,3.51478428933333,1.99270839125603,6,36,0.6,3.6,10.1925531586012
"32",111,122,101820,326,"2/23/2004",2004,2,1,34,"11/7/1970","Rosset","Marc",98.6,10.26666667,15,44.06666667,34,15.8,5,7.6,78.73333333,"SUI","CHE","EU",6,11.0453610171873,121,10.7160381039571,0.771558245024844,0.632514817977668,0.657894736842105,-0.00881009192268989,-0.847548133326938,-0.0123299599348571,-0.849329271788666,0.0297398852600977,0.775052469606749,-0.118549040666668,-0.0672114271219271,7,49,0.7,4.9,13.6428896888655
"33",112,299,101820,119,"7/4/2005",2005,7,1,35,"11/7/1970","Rosset","Marc",86,9.166666667,12,40.16666667,31.25,12.91666667,2.833333333,5.083333333,67.83333333,"SUI","CHE","EU",6,17.2916164657906,85,10.7160381039571,0.778008298690622,0.651105651186786,0.557377049151303,-0.00236003825691256,-0.22704031203975,0.0062608732742615,0.431270090647807,-0.0707778024307041,-1.84454345023507,-1.21854904366667,-0.690856878995596,8,64,0.8,6.4,15.3624328319483
"34",124,119,101868,320,"3/17/2003",2003,3,0,32,"3/1/1971","Norman","Dick",114.5,9,6,53.16666667,39.33333333,20.33333333,5.333333333,8.333333333,95.16666667,"BEL","BEL","EU",9,10.9087121146357,236,11.2322921118122,0.739811912116626,0.62697022757874,0.6399999999856,0.01462547334765,0.635819683455104,0.00313639594980641,0.13067584461764,0.0190572632621937,0.358711578840149,-1.77090909,-0.715494028166295,5,25,0.5,2.5,10.1961345846976
"35",125,153,101868,269,"6/28/2004",2004,6,0,33,"3/1/1971","Norman","Dick",118.1,14.4,10,58.8,44.1,19.3,4.4,6.7,96.3,"BEL","BEL","EU",9,12.369316876853,181,11.2322921118122,0.75,0.658359293873313,0.656716417910448,0.0248135612310237,1.07873094239636,0.0345254622443789,1.43848034871908,0.0357736811870416,0.673361829711676,3.62909091,1.46624854344024,6,36,0.6,3.6,9.44872640550348
"36",126,118,101868,367,"6/6/2005",2005,6,0,34,"3/1/1971","Norman","Dick",77,8,8,44.25,31.875,14.125,3.875,6.875,75.625,"BEL","BEL","EU",9,10.8627804912002,121,11.2322921118122,0.720338983050847,0.608264462809917,0.563636363636364,-0.00484745571812895,-0.21073559036355,-0.0155693688190164,-0.6486873638241,-0.0573063730870426,-1.07866797476824,-2.77090909,-1.11952043031565,7,49,0.7,4.9,11.7387352419462
"37",127,110,101868,396,"6/5/2006",2006,6,0,35,"3/1/1971","Norman","Dick",97.27272727,11.45454545,11,50.45454545,36.63636364,14.36363636,3.909090909,6.909090909,80.90909091,"BEL","BEL","EU",9,10.4880884817015,85,11.2322921118122,0.726126126263615,0.630337078644603,0.565789473678497,0.000939687494638575,0.0408514508341585,0.00650324701566929,0.270953447884085,-0.0551532630449089,-1.03814035587542,0.683636359999999,0.276207138909284,8,64,0.8,6.4,11.3964771910477
"38",128,133,101868,322,"8/6/2007",2007,8,0,36,"3/1/1971","Norman","Dick",120.1666667,11,12,65.25,45,17.5,7.916666667,11.66666667,105,"BEL","BEL","EU",9,11.5325625946708,52,11.2322921118122,0.689655172413793,0.595238095238095,0.678571428406123,-0.0355312663551832,-1.54466648632207,-0.0285957363908385,-1.19142227739671,0.0576286916827163,1.08473492209184,0.22909091,0.0925587761324226,9,81,0.9,8.1,12.5113160765638
"39",134,102,101885,381,"5/1/2000",2000,5,0,29,"3/18/1971","Arthurs","Wayne",108.173913,16.56521739,23,53.65217391,46.04347826,24.69565217,2.130434783,3.434782609,96.56521739,"AUS","AUS","OC",9,10.0995049383621,419,11.2928686846278,0.85818476502437,0.732552904057621,0.620253164615927,0.0468119844798045,2.16225711297456,0.0381494917614141,2.26382731258914,-0.0322336847592622,-0.595490528097519,0.258396594444445,0.156363743346219,2,4,0.2,0.4,6.51672631486323
"40",135,69,101885,583,"1/29/2001",2001,1,0,30,"3/18/1971","Arthurs","Wayne",94.2,15.76666667,30,43.36666667,35.63333333,21.4,3.3,4.9,81.9,"AUS","AUS","OC",9,8.30662386291807,362,11.2928686846278,0.821675633987573,0.696377696336996,0.673469387755102,0.0103028534430072,0.475891342540448,0.00197428404078925,0.11715590242458,0.0209825383799127,0.38763495250385,-0.540154125555556,-0.32686390947745,3,9,0.3,0.9,8.38982674563666
"41",136,76,101885,518,"1/7/2002",2002,1,0,31,"3/18/1971","Arthurs","Wayne",102.8809524,15.47619048,42,45.45238095,36.42857143,22.19047619,3.904761905,5.571428571,85.28571429,"AUS","AUS","OC",9,8.71779788708135,302,11.2928686846278,0.801466736584676,0.687325516447873,0.700854700951348,-0.0099060439598897,-0.457562614611028,-0.00707789584833407,-0.420009106211117,0.0483678515761585,0.89355584672189,-0.830630315555556,-0.502640004820351,4,16,0.4,1.6,9.37962497338265
"42",137,88,101885,445,"8/4/2003",2003,8,0,32,"3/18/1971","Arthurs","Wayne",101.7173913,17.06521739,46,50.69565217,41.30434783,20.10869565,3.739130435,5.130434783,88.13043478,"AUS","AUS","OC",9,9.38083151964686,236,11.2928686846278,0.814751286589475,0.696842624608688,0.728813559308819,0.00337850604490897,0.156054027788195,0.0024392123124809,0.144745190544926,0.0763267099336301,1.41007251097047,0.758396594444445,0.458929153858697,5,25,0.5,2.5,9.40878355905198
"43",138,100,101885,413,"9/27/2004",2004,9,0,33,"3/18/1971","Arthurs","Wayne",92.58333333,14.33333333,36,44.41666667,35.36111111,17.86111111,2.888888889,4.75,77.80555556,"AUS","AUS","OC",9,10,181,11.2928686846278,0.796122576525619,0.684041413713157,0.608187134526316,-0.0152502040189463,-0.704410686295639,-0.0103619985830498,-0.614890902138939,-0.0442997148488734,-0.818400402775699,-1.97348746555556,-1.19421809031409,6,36,0.6,3.6,11.5044260267581
"44",139,97,101885,430,"10/10/2005",2005,10,0,34,"3/18/1971","Arthurs","Wayne",102.6,14.8,30,49.43333333,38.76666667,20.13333333,4.166666667,5.966666667,87.83333333,"AUS","AUS","OC",9,9.8488578017961,121,11.2928686846278,0.784221173417682,0.670588235319567,0.698324022363222,-0.027151607126884,-1.25413943226705,-0.0238151769766402,-1.41321536944804,0.0458371729880329,0.846803663713866,-1.50682079555556,-0.911823705152009,7,49,0.7,4.9,12.7197247155245
"45",140,171,101885,238,"8/21/2006",2006,8,0,35,"3/18/1971","Arthurs","Wayne",98.62857143,15.17142857,35,45.14285714,36.94285714,20.02857143,2.685714286,4.114285714,81.37142857,"AUS","AUS","OC",9,13.076696830622,85,11.2928686846278,0.81835443036825,0.700140449432938,0.652777777892554,0.00698164982368465,0.322484127928233,0.00573703713673079,0.340441268384224,0.000290928517364786,0.00537466249167815,-1.13539222555556,-0.687060829635784,8,64,0.8,6.4,12.5825837858127
"46",141,173,101885,244,"8/6/2007",2007,8,0,36,"3/18/1971","Arthurs","Wayne",105.75,19.25,16,49.0625,39.9375,20.125,3.25,5.125,86.5,"AUS","AUS","OC",9,13.1529464379659,52,11.2928686846278,0.814012738853503,0.694364161849711,0.634146341463415,0.00263995830893748,0.121940325642871,-3.92504464961085e-05,-0.00232915901907458,-0.0183405079117746,-0.338825636086208,2.94317920444444,1.78100844840904,9,81,0.9,8.1,14.2468243985961
"47",142,363,101885,90,"3/17/2008",2008,3,0,37,"3/18/1971","Arthurs","Wayne",120,18.33333333,6,62.16666667,49.33333333,20.66666667,3.333333333,6,101.8333333,"AUS","AUS","OC",9,19.0525588832576,29,11.2928686846278,0.793565683549943,0.687397708899312,0.5555555555,-0.0178070969946228,-0.822514203700597,-0.00700570339689521,-0.415725137125706,-0.0969312938751892,-1.79072506944233,2.02651253444444,1.22630519378573,10,100,1,10,16.6205130886319
"48",153,99,101897,409,"11/6/2000",2000,11,0,29,"4/12/1971","Meligeni","Fernando",92.51923077,3.076923077,52,45.09615385,31.57692308,15.59615385,3.865384615,6.903846154,75.96153846,"BRA","BRA","SA",5,9.9498743710662,419,10.9816381769151,0.700213219624715,0.621012658331565,0.559888579319,0.0145277588579722,1.46761230432426,0.0150429744021261,1.07415026066307,-0.0431385522559083,-1.09558010008405,-0.7977688976,-1.16193217739264,2,4,0.2,0.4,7.79935044799205
"49",154,89,101897,480,"8/13/2001",2001,8,0,30,"4/12/1971","Meligeni","Fernando",94.08571429,3.571428571,35,43.34285714,29.48571429,15.08571429,4.742857143,8.457142857,75.88571429,"BRA","BRA","SA",5,9.4339811320566,362,10.9816381769151,0.680290046287429,0.587349397670142,0.560810810837176,-0.00539541447931458,-0.545051494465443,-0.0186202862592965,-1.32958980081875,-0.0422163207377321,-1.07215839383415,-0.3032634036,-0.44169622045748,3,9,0.3,0.9,10.7672384696038
"50",155,65,101897,637,"7/8/2002",2002,7,0,31,"4/12/1971","Meligeni","Fernando",105.4545455,4.939393939,33,45.03030303,31.09090909,18.27272727,5.272727273,8.272727273,80.33333333,"BRA","BRA","SA",5,8.06225774829855,302,10.9816381769151,0.69044414534112,0.61448509994251,0.637362637374593,0.004758684574377,0.480728245975894,0.00851541601307104,0.608047058087263,0.0343355057996845,0.872011111019675,1.0647019644,1.55071409212771,4,16,0.4,1.6,10.0752988684455
"51",156,121,101897,307,"8/4/2003",2003,8,0,32,"4/12/1971","Meligeni","Fernando",97.09756098,4,41,44.90243902,30.65853659,16.43902439,4.902439024,7.87804878,77.02439024,"BRA","BRA","SA",5,11,236,10.9816381769151,0.682781097399729,0.611462951322937,0.622291021660823,-0.00290436336701438,-0.293402406753185,0.00549326739349787,0.392249195197975,0.0192638900859149,0.489240679731997,0.1253080254,0.18250827681527,5,25,0.5,2.5,12.033121908232
"52",157,271,101897,126,"3/1/2004",2004,3,0,33,"4/12/1971","Meligeni","Fernando",97.71428571,3.785714286,14,41.5,28,15.85714286,5.214285714,8.214285714,73.64285714,"BRA","BRA","SA",5,16.4620776331543,181,10.9816381769151,0.674698795180723,0.59553831238004,0.634782608682949,-0.0109866655860202,-1.10988664908152,-0.0104313715493985,-0.744856713129565,0.0317554771080408,0.806486703166522,-0.0889776886,-0.129593971092866,6,36,0.6,3.6,14.629613923495
"53",181,20,101962,1241,"2/14/2000",2000,2,1,29,"9/12/1971","El Aynaoui","Younes",97.28571429,6.244897959,49,49.3877551,36.04081633,16.83673469,4.734693878,7.040816327,82.3877551,"MAR","MAR","AF",11,4.47213595499958,419,7.94923537380535,0.729752066216105,0.641813227655234,0.672463768134879,0.00171964803998337,0.0373099845588276,-0.00286801129401093,-0.0643464031440591,0.0375970281284262,0.615241177374153,-1.06643077342857,-0.40535757949117,2,4,0.2,0.4,5.27193410178387
"54",182,49,101962,738,"8/27/2001",2001,8,1,30,"9/12/1971","El Aynaoui","Younes",103.0666667,7.316666667,60,51.23333333,37.46666667,16.2,4.433333333,6.85,83.25,"MAR","MAR","AF",11,7,362,7.94923537380535,0.731294730106135,0.644644644684685,0.647201946423358,0.00326231193001292,0.070780069470517,-3.65942645605966e-05,-0.000821025114194521,0.0123352064169048,0.201854436291249,0.00533793457142817,0.00202898518241352,3,9,0.3,0.9,5.64575044975868
"55",183,20,101962,1390,"8/12/2002",2002,8,1,31,"9/12/1971","El Aynaoui","Younes",105.4814815,6.851851852,54,52.40740741,37.62962963,15.51851852,3.87037037,6.092592593,82.01851852,"MAR","MAR","AF",11,4.47213595499958,302,7.94923537380535,0.718021201384974,0.648001806287686,0.635258358559344,-0.0100112167911479,-0.217206274312049,0.00332056733844044,0.0744999034949649,0.000391618552891493,0.00640848150921681,-0.459476880428571,-0.174650282721942,4,16,0.4,1.6,6.25073014180446
"56",184,21,101962,1470,"2/17/2003",2003,2,1,32,"9/12/1971","El Aynaoui","Younes",105.6515152,8.515151515,66,51.1969697,38.01515152,15.53030303,3.560606061,5.712121212,80.57575758,"MAR","MAR","AF",11,4.58257569495584,236,7.94923537380535,0.74252737501376,0.664535539697994,0.623342175148506,0.0144949568376379,0.314486803822004,0.0198543007487484,0.445449026923354,-0.011524564857947,-0.188589024316185,1.20382278257143,0.457581215244407,5,25,0.5,2.5,6.62012743107891
"57",185,56,101962,690,"7/12/2004",2004,7,1,33,"9/12/1971","El Aynaoui","Younes",116.9516129,10.38709677,62,58.40322581,44.9516129,15.88709677,4.241935484,6.225806452,87.93548387,"MAR","MAR","AF",11,7.48331477354788,181,7.94923537380535,0.769676884736446,0.691856199483036,0.681347150237429,0.0416444665603239,0.903530471468643,0.0471749605337907,1.05841250874823,0.0464804102309763,0.760609647593879,3.07576803757143,1.16912031971644,6,36,0.6,3.6,6.73962717843138
